UF,Objetivo Estratégico,Descrição Indicador,Meta de 2025,Resultado de 2025,,Ano,Mes,Meta de 2024,Resultado de 2024,Meta de 2023,Resultado de 2023,Meta de 2022,Resultado de 2022,Meta de 2021,Resultado de 2021,Meta de 2020,Resultado de 2020,Meta de 2019,Resultado de 2019,Meta de 2018,Resultado de 2018,Meta de 2017,Resultado de 2017
AC,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,"80,00","100,00",nan,nan,nan,nan,nan,nan,nan,nan
AC,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,"28,00","34,88",nan,nan,nan,nan,nan,nan,nan,nan
AC,Ampliar a cobertura e efetividade do Atendimento,"Pequenos Negócios atendidos (MEI, ME, EPP)",nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,"12.800,00","13.973,00",nan,nan,nan,nan,nan,nan,nan,nan
AC,Aumentar a participação dos Pequenos Negócios na Nova Economia,Pequenos Negócios atendidos com soluções de inovação,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,"1.280,00","3.457,00",nan,nan,nan,nan,nan,nan,nan,nan
AC,Desenvolver o Empreendedor do Futuro,Professores atendidos em soluções de educação empreendedora,nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,"300,00","1.272,00",nan,nan,nan,nan,nan,nan,nan,nan
AC,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),nan,nan,,2021,Novembro,nan,nan,nan,nan,nan,nan,"80,00","84,90",nan,nan,nan,nan,nan,nan,nan,nan
AC,Ampliar a cobertura e efetividade do Atendimento,Clientes atendidos por meio de serviços digitais,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"10.000,00","11.385,00",nan,nan,nan,nan,nan,nan
AC,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"150,00","79,01",nan,nan,nan,nan,nan,nan
AC,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"20,00","24,76",nan,nan,nan,nan,nan,nan
AC,Ampliar a cobertura e efetividade do Atendimento,"Pequenos Negócios atendidos (MEI, ME, EPP)",nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"9.807,00","10.431,00",nan,nan,nan,nan,nan,nan
AC,Aumentar a participação dos Pequenos Negócios na Nova Economia,Pequenos Negócios atendidos com soluções de inovação,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"1.010,00","1.284,00",nan,nan,nan,nan,nan,nan
AC,Desenvolver o Empreendedor do Futuro,Professores atendidos em soluções de educação empreendedora,nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"200,00","547,00",nan,nan,nan,nan,nan,nan
AC,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),nan,nan,,2020,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,"70,00","70,69",nan,nan,nan,nan,nan,nan
AC,-,Atend.Pequenos Neg. Soluções específ. Inovação,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"1.202,00","1.967,00",nan,nan,nan,nan
AC,-,Índice de aplicabilidade de produtos e Serviços,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"8,70","0,00",nan,nan,nan,nan
AC,-,Índice de efetividade do atendimento,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"8,80","0,00",nan,nan,nan,nan
AC,-,Índice de imagem junto à sociedade.,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"8,80","0,00",nan,nan,nan,nan
AC,-,Índice de imagem junto aos pequenos negócios,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"8,70","0,00",nan,nan,nan,nan
AC,-,Índice de maturidade da infraestrutura,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"0,00","0,00",nan,nan,nan,nan
AC,-,Índice de Recomendação do Sebrae (NPS),nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"86,00","0,00",nan,nan,nan,nan
AC,-,Índice de satisfação do cliente,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"9,20","0,00",nan,nan,nan,nan
AC,-,Nº municípios com políticas de desenv. implantadas,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"2,00","2,00",nan,nan,nan,nan
AC,-,Número de Donos de Pequenos Negócios atendidos,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"9.740,00","10.626,00",nan,nan,nan,nan
AC,-,Número de Microempreendedores Individuais atendido,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"6.700,00","7.367,00",nan,nan,nan,nan
AC,-,Número de Microempresas atendidas,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"3.028,00","3.313,00",nan,nan,nan,nan
AC,-,Número de Pequenas Empresas atendidas,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"318,00","443,00",nan,nan,nan,nan
AC,-,Número de Pequenos Negócios atendidos,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"10.046,00","11.123,00",nan,nan,nan,nan
AC,-,Número de pequenos negócios atendidos por meio de serviços digitais,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"500,00","362,00",nan,nan,nan,nan
AC,-,Número de Pequenos negócios fidelizados,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"4.908,00","3.385,00",nan,nan,nan,nan
AC,-,Número de Potenciais Empreendedores Atendidos,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"17.000,00","17.968,00",nan,nan,nan,nan
AC,-,Atend.Pequenos Neg. Soluções específ. Inovação,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"1.088,00","1.461,00",nan,nan
AC,-,Índice de efetividade do atendimento,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"8,80","0,00",nan,nan
AC,-,Índice de imagem junto à sociedade.,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"9,00","0,00",nan,nan
AC,-,Índice de imagem junto aos pequenos negócios,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"8,60","0,00",nan,nan
AC,-,Índice de Recomendação do Sebrae (NPS),nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"86,00","0,00",nan,nan
AC,-,Índice de satisfação do cliente,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"9,30","0,00",nan,nan
AC,-,Nº municípios com políticas de desenv. implantadas,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"2,00","2,00",nan,nan
AC,-,Número de Donos de Pequenos Negócios atendidos,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"9.167,00","9.317,00",nan,nan
AC,-,Número de Microempreendedores Individuais atendido,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"6.902,00","6.285,00",nan,nan
AC,-,Número de Microempresas atendidas,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"2.978,00","3.194,00",nan,nan
AC,-,Número de Pequenas Empresas atendidas,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"388,00","334,00",nan,nan
AC,-,Número de Pequenos Negócios atendidos,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"10.268,00","9.813,00",nan,nan
AC,-,Número de Pequenos negócios fidelizados,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"4.620,00","4.103,00",nan,nan
AC,-,Número de Potenciais Empreendedores Atendidos,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"15.000,00","19.229,00",nan,nan
AC,-,Número de Potenciais Empresários Atendidos,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"10.000,00","9.936,00",nan,nan
AC,-,Taxa de resultados alcançados em projetos de atend,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"70,00","0,00",nan,nan
AC,-,Atend.Pequenos Neg. Soluções específ. Inovação,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"1.088,00","1.119,00"
AC,-,Nº municípios com políticas de desenv. implantadas,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"2,00","0,00"
AC,-,Número de Donos de Pequenos Negócios atendidos,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"9.167,00","9.329,00"
AC,-,Número de Microempreendedores Individuais atendido,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"6.902,00","6.216,00"
AC,-,Número de Microempresas atendidas,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"2.978,00","3.184,00"
AC,-,Número de Pequenas Empresas atendidas,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"388,00","305,00"
AC,-,Número de Pequenos Negócios atendidos,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"10.268,00","9.705,00"
AC,-,Número de Pequenos negócios fidelizados,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"4.620,00","4.345,00"
AC,-,Número de Potenciais Empreendedores Atendidos,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"15.000,00","13.216,00"
AC,-,Número de Potenciais Empresários Atendidos,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"10.000,00","9.478,00"
AL,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","0,00",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Cobertura de clientes de grupos sub-representados,"60,00","0,00",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"35,70","2,42",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Cobertura do Atendimento a Estudantes,"3,50","0,00",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"10,00","0,00",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"20,00","0,00",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","93,46",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Recorrência do Atendimento,"48,00","24,78",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","18,18",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Cobertura de clientes de grupos sub-representados,"60,00","0,00",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"35,70","7,26",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Cobertura do Atendimento a Estudantes,"3,50","0,05",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"10,00","0,00",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"20,00","0,00",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","94,38",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Recorrência do Atendimento,"48,00","28,45",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","9,09",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Cobertura de clientes de grupos sub-representados,"60,00","85,81",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"35,70","8,37",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Cobertura do Atendimento a Estudantes,"3,50","0,07",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"10,00","0,00",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"20,00","0,00",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","94,49",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Recorrência do Atendimento,"48,00","34,55",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","9,09",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Cobertura de clientes de grupos sub-representados,"60,00","85,81",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"35,70","10,01",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Cobertura do Atendimento a Estudantes,"3,50","0,07",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"10,00","0,00",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"20,00","0,00",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","94,65",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Recorrência do Atendimento,"48,00","48,44",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","13,04",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Cobertura de clientes de grupos sub-representados,"60,00","85,81",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","11,68",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Cobertura do Atendimento a Estudantes,"4,50","0,14",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"20,00","0,00",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"20,00","0,00",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","94,19",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Recorrência do Atendimento,"48,00","50,90",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","5,66",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Cobertura de clientes de grupos sub-representados,"60,00","80,41",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","21,64",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Cobertura do Atendimento a Estudantes,"4,50","0,50",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"20,00","16,67",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"20,00","28,06",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","93,60",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Recorrência do Atendimento,"48,00","41,42",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","5,67",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Cobertura de clientes de grupos sub-representados,"60,00","80,41",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","23,25",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Cobertura do Atendimento a Estudantes,"4,50","0,95",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"20,00","34,31",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"20,00","28,06",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","93,71",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Recorrência do Atendimento,"48,00","44,37",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","5,67",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Cobertura de clientes de grupos sub-representados,"60,00","80,41",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","24,73",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Cobertura do Atendimento a Estudantes,"4,50","0,95",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"20,00","34,31",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"20,00","28,06",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AL,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","93,71",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
