UF,Objetivo Estratégico,Descrição Indicador,Meta de 2025,Resultado de 2025,Unnamed: 5,Ano,Mes
AP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"30,00","22,73",,2025,Julho
AP,-,Cobertura do Atendimento a Estudantes,"6,90","1,83",,2025,Julho
AP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Julho
AP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"37,50","62,50",,2025,Julho
AP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","46,69",,2025,Julho
AP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","88,31",,2025,Julho
AP,-,Recorrência do Atendimento,"65,05","47,17",,2025,Julho
AP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"90,00","16,67",,2025,Agosto
AP,-,Cobertura de clientes de grupos sub-representados,"57,00","92,02",,2025,Agosto
AP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"30,00","23,50",,2025,Agosto
AP,-,Cobertura do Atendimento a Estudantes,"6,90","1,83",,2025,Agosto
AP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Agosto
AP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"37,50","62,50",,2025,Agosto
AP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","46,69",,2025,Agosto
AP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"85,00","88,31",,2025,Agosto
AP,-,Recorrência do Atendimento,"65,05","47,17",,2025,Agosto
AP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Setembro
AP,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Setembro
AP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Setembro
AP,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Setembro
AP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Setembro
AP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Setembro
AP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Setembro
AP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Setembro
AP,-,Recorrência do Atendimento,"0,00","0,00",,2025,Setembro
AP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Outubro
AP,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Outubro
AP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Outubro
AP,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Outubro
AP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Outubro
AP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Outubro
AP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Outubro
AP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Outubro
AP,-,Recorrência do Atendimento,"0,00","0,00",,2025,Outubro
AP,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Novembro
AP,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Novembro
AP,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Novembro
AP,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Novembro
AP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Novembro
AP,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Novembro
AP,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Novembro
AP,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Novembro
AP,-,Recorrência do Atendimento,"0,00","0,00",,2025,Novembro
AM,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","12,50",,2025,Janeiro
AM,-,Cobertura de clientes de grupos sub-representados,"79,00","0,00",,2025,Janeiro
AM,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","4,06",,2025,Janeiro
AM,-,Cobertura do Atendimento a Estudantes,"2,58","0,00",,2025,Janeiro
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Janeiro
AM,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"5,00","0,00",,2025,Janeiro
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Janeiro
AM,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","94,44",,2025,Janeiro
AM,-,Recorrência do Atendimento,"67,80","34,90",,2025,Janeiro
AM,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","15,38",,2025,Fevereiro
AM,-,Cobertura de clientes de grupos sub-representados,"79,00","0,00",,2025,Fevereiro
AM,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","6,79",,2025,Fevereiro
AM,-,Cobertura do Atendimento a Estudantes,"2,58","0,06",,2025,Fevereiro
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Fevereiro
AM,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"5,00","0,00",,2025,Fevereiro
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Fevereiro
AM,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","91,53",,2025,Fevereiro
AM,-,Recorrência do Atendimento,"67,80","40,73",,2025,Fevereiro
AM,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","14,29",,2025,Março
AM,-,Cobertura de clientes de grupos sub-representados,"79,00","85,78",,2025,Março
AM,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","8,24",,2025,Março
AM,-,Cobertura do Atendimento a Estudantes,"2,58","0,08",,2025,Março
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Março
AM,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"5,00","0,00",,2025,Março
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Março
AM,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","92,32",,2025,Março
AM,-,Recorrência do Atendimento,"67,80","44,05",,2025,Março
AM,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","18,52",,2025,Abril
AM,-,Cobertura de clientes de grupos sub-representados,"79,00","85,78",,2025,Abril
AM,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","10,84",,2025,Abril
AM,-,Cobertura do Atendimento a Estudantes,"2,58","0,26",,2025,Abril
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Abril
AM,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"5,00","0,00",,2025,Abril
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Abril
AM,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","92,30",,2025,Abril
AM,-,Recorrência do Atendimento,"67,80","44,60",,2025,Abril
AM,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","23,53",,2025,Maio
AM,-,Cobertura de clientes de grupos sub-representados,"79,00","85,78",,2025,Maio
AM,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","15,07",,2025,Maio
AM,-,Cobertura do Atendimento a Estudantes,"2,58","1,08",,2025,Maio
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Maio
AM,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"20,00","0,00",,2025,Maio
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Maio
AM,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","91,89",,2025,Maio
AM,-,Recorrência do Atendimento,"67,80","47,96",,2025,Maio
AM,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","19,05",,2025,Junho
AM,-,Cobertura de clientes de grupos sub-representados,"79,00","81,69",,2025,Junho
AM,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","21,41",,2025,Junho
AM,-,Cobertura do Atendimento a Estudantes,"2,58","1,81",,2025,Junho
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Junho
AM,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"20,00","11,29",,2025,Junho
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","32,01",,2025,Junho
AM,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","91,93",,2025,Junho
AM,-,Recorrência do Atendimento,"67,80","54,26",,2025,Junho
AM,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","25,58",,2025,Julho
AM,-,Cobertura de clientes de grupos sub-representados,"79,00","81,69",,2025,Julho
AM,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","28,23",,2025,Julho
AM,-,Cobertura do Atendimento a Estudantes,"2,58","2,32",,2025,Julho
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Julho
AM,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"20,00","11,29",,2025,Julho
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","32,01",,2025,Julho
AM,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","90,42",,2025,Julho
AM,-,Recorrência do Atendimento,"67,80","55,75",,2025,Julho
AM,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","25,58",,2025,Agosto
AM,-,Cobertura de clientes de grupos sub-representados,"79,00","81,69",,2025,Agosto
AM,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"40,00","30,47",,2025,Agosto
AM,-,Cobertura do Atendimento a Estudantes,"2,58","2,32",,2025,Agosto
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Agosto
AM,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"20,00","11,29",,2025,Agosto
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","32,01",,2025,Agosto
AM,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"83,00","90,42",,2025,Agosto
AM,-,Recorrência do Atendimento,"67,80","55,75",,2025,Agosto
AM,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Setembro
AM,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Setembro
AM,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Setembro
AM,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Setembro
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Setembro
AM,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Setembro
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Setembro
AM,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Setembro
AM,-,Recorrência do Atendimento,"0,00","0,00",,2025,Setembro
AM,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Outubro
AM,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Outubro
AM,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Outubro
AM,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Outubro
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Outubro
AM,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Outubro
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Outubro
AM,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Outubro
AM,-,Recorrência do Atendimento,"0,00","0,00",,2025,Outubro
AM,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Novembro
AM,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Novembro
AM,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Novembro
AM,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Novembro
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Novembro
AM,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Novembro
AM,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Novembro
AM,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Novembro
AM,-,Recorrência do Atendimento,"0,00","0,00",,2025,Novembro
BA,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"20,00","3,02",,2025,Janeiro
BA,-,Cobertura de clientes de grupos sub-representados,"63,00","0,00",,2025,Janeiro
BA,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"38,10","6,71",,2025,Janeiro
BA,-,Cobertura do Atendimento a Estudantes,"3,40","0,00",,2025,Janeiro
BA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Janeiro
BA,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"20,00","0,00",,2025,Janeiro
BA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Janeiro
BA,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","92,22",,2025,Janeiro
BA,-,Recorrência do Atendimento,"53,50","21,76",,2025,Janeiro
BA,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"20,00","4,62",,2025,Fevereiro
BA,-,Cobertura de clientes de grupos sub-representados,"63,00","0,00",,2025,Fevereiro
BA,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"38,10","8,64",,2025,Fevereiro
BA,-,Cobertura do Atendimento a Estudantes,"3,40","0,06",,2025,Fevereiro
BA,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"12,00","0,00",,2025,Fevereiro
