Nome Sebrae,Descrição Tipo Iniciativa,Descrição Tipologia Iniciativa,Número Iniciativa,Nome Iniciativa,Nome Unidade Organizacional,Total de Despesa Orçado - Ajustado em 2025,Total do Valor de Despesa Executado em 2025,Total de Atendimentos em 2025,Clientes Atendidos em 2025,Unnamed: 10,Ano,Mes
SEBRAE/AC,Atividade,Gestão Operacional,AC022562ATGO,AC - Processo Nacional de Gestão da Marca,AC - Assessoria de Comunicação,"350.000,00","0,00",0.0,0.0,,2025,Abril
SEBRAE/AC,Atividade,Gestão Operacional,AC022735ATGO,AC - Processo Nacional de Integridade - Compliance,"AC - Assessoria de Controle, Processos e Compliance","307.528,00","36.813,44",0.0,0.0,,2025,Abril
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC023953ATAS,AC - Processo Plural Alto Acre,AC - Escritório Regional Alto Acre,"62.415,00","27.903,73",47.0,47.0,,2025,Abril
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC013357PJAS,AC - Projeto Agronegócios Baixo e Alto Acre/Purus,AC - Escritório Regional do Baixo Acre e PURUS,"2.510.762,00","528.074,71",2.348,413.0,,2025,Abril
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025106PJAS,AC - Projeto Autogestão centros automotivos,AC - Escritório Regional do Baixo Acre e PURUS,"349.000,00","0,00",0.0,0.0,,2025,Abril
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC024008PJAS,AC - Projeto Conecta,AC - Escritório Regional do Baixo Acre e PURUS,"1.743.000,00","13.394,38",179.0,179.0,,2025,Abril
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025080PJAS,AC - Projeto de Atendimento - Panificação,AC - Escritório Regional do Baixo Acre e PURUS,"394.100,00","0,00",0.0,0.0,,2025,Abril
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC012983PJAS,AC - Projeto Estratégico Agronegócio do Juruá,AC - Escritório Regional do Juruá e Taraucá-Envira,"1.463.700,00","244.177,69",761.0,446.0,,2025,Abril
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025656PJAS,AC - Projeto Estratégico Artesanato Acreano,AC - Escritório Regional do Baixo Acre e PURUS,"207.000,00","19.046,13",0.0,0.0,,2025,Abril
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC024859PJAS,AC - Projeto Estratégico Internacionalização,AC - Escritório Regional do Baixo Acre e PURUS,"514.947,00","113.686,12",0.0,0.0,,2025,Abril
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC012973PJAS,AC - Projeto Estratégico Relacionamento - 500,AC - Diretoria Técnica (Unidade),"0,00","0,00",0.0,0.0,,2025,Abril
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC012974PJAS,AC - ALI Produtividade - Juruá,AC - Escritório Regional do Juruá e Taraucá-Envira,"205.000,00","77.401,19",132.0,45.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC013010PJAS,AC - ALI Produtividade Baixo Acre,AC - Escritório Regional do Baixo Acre e PURUS,"400.000,00","139.193,28",259.0,93.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC013599PJAS,AC - ALI Rural Baixo Acre,AC - Escritório Regional do Baixo Acre e PURUS,"96.643,00","352,50",4.0,4.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC016816PJAS,AC - ALI Rural do Juruá,AC - Escritório Regional do Juruá e Taraucá-Envira,"49.000,00","0,00",0.0,0.0,,2025,Maio
SEBRAE/AC,Projeto,Articulação Institucional,AC025689PJAI,AC - CIDADE EMPREENDEDORA,AC - Desenvolvimento do Ambiente de Negócios,"1.079.600,00","222.379,48",0.0,0.0,,2025,Maio
SEBRAE/AC,Projeto,Gestão Operacional,AC013675PJGO,AC - ConectaTech,AC - Tecnologia da Informação,"2.592.141,00","548.299,44",0.0,0.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025441PJAS,AC - Conexão Financeira - Juruá,AC - Escritório Regional do Juruá e Taraucá-Envira,"149.600,00","13.257,50",73.0,39.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025440PJAS,AC - Conexão Financeira Alto Acre,AC - Escritório Regional Alto Acre,"131.800,00","15.840,57",46.0,46.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025443PJAS,AC - Conexão Financeira Baixo Acre e Purus,AC - Escritório Regional do Baixo Acre e PURUS,"151.246,00","21.219,94",60.0,58.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025205PJAS,AC - Conexões corporativas EP rede de supermercados,AC - Diretoria Técnica (Unidade),"201.940,00","33.122,58",0.0,0.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025508PJAS,AC - Geração de Negócios Inovadores,AC - Escritório Regional do Baixo Acre e PURUS,"573.200,00","16.482,91",11.0,11.0,,2025,Maio
SEBRAE/AC,Atividade,Gestão Operacional,AC022353ATGO,AC - Gestão da Proteção de Dados Pessoais para Adequação à LGPD,AC - Tecnologia da Informação,"132.000,00","38.360,00",0.0,0.0,,2025,Maio
SEBRAE/AC,Projeto,Articulação Institucional,AC024860PJAI,AC - Governança Empreendedora,AC - Desenvolvimento do Ambiente de Negócios,"336.906,00","0,00",0.0,0.0,,2025,Maio
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC024754ATAS,AC - Implantação da Rede Estendida Sebrae,AC - Diretoria Técnica (Unidade),"67.000,00","0,00",0.0,0.0,,2025,Maio
SEBRAE/AC,Projeto,Gestão Operacional,AC023908PJGO,AC - Impulsionador da Inteligência de Dados (IT Score CDAO),AC - Excelência da Gestão,"640.000,00","4.675,20",0.0,0.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025856PJAS,AC - Indicações Geograficas,AC - Escritório Regional do Juruá e Taraucá-Envira,"174.940,00","37.499,64",130.0,123.0,,2025,Maio
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC012967ATAS,AC - Processo Estratégico Atendimento e Relacionamento,AC - Atendimento e Relacionamento,"475.449,00","139.858,49",635.0,459.0,,2025,Maio
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC025492ATAS,AC - PROCESSO ESTRATÉGICO ATENDIMENTO ESPONTÂNEO AGRONEGÓCIO DO BAIXO E ALTO ACRE/PURUS,AC - Escritório Regional do Baixo Acre e PURUS,"530.232,00","341.096,39",422.0,208.0,,2025,Maio
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC012964ATAS,AC - Processo Estratégico Atendimento Espontâneo do Alto Acre,AC - Escritório Regional Alto Acre,"500.000,00","144.662,49",1.391,908.0,,2025,Maio
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC012966ATAS,AC - Processo Estratégico Atendimento Espontâneo do Baixo Acre,AC - Escritório Regional do Baixo Acre e PURUS,"3.700.000,00","663.200,81",6.453,4.612,,2025,Maio
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC012971ATAS,AC - Processo Estratégico Atendimento Espontâneo do Juruá,AC - Escritório Regional do Juruá e Taraucá-Envira,"900.000,00","252.806,61",2.322,1.432,,2025,Maio
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC024755ATAS,AC - Processo Estratégico Espontâneo da Indústria do Baixo e Alto Acre/Purus,AC - Escritório Regional do Baixo Acre e PURUS,"682.768,00","160.495,01",13.0,13.0,,2025,Maio
SEBRAE/AC,Atividade,Gestão Operacional,AC022562ATGO,AC - Processo Nacional de Gestão da Marca,AC - Assessoria de Comunicação,"350.000,00","173.831,93",0.0,0.0,,2025,Maio
SEBRAE/AC,Atividade,Gestão Operacional,AC022735ATGO,AC - Processo Nacional de Integridade - Compliance,"AC - Assessoria de Controle, Processos e Compliance","307.528,00","60.789,48",0.0,0.0,,2025,Maio
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC023953ATAS,AC - Processo Plural Alto Acre,AC - Escritório Regional Alto Acre,"62.415,00","36.045,03",73.0,73.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC013357PJAS,AC - Projeto Agronegócios Baixo e Alto Acre/Purus,AC - Escritório Regional do Baixo Acre e PURUS,"2.510.762,00","664.391,33",2.985,498.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025106PJAS,AC - Projeto Autogestão centros automotivos,AC - Escritório Regional do Baixo Acre e PURUS,"349.000,00","1.262,27",0.0,0.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC024008PJAS,AC - Projeto Conecta,AC - Escritório Regional do Baixo Acre e PURUS,"1.743.000,00","43.171,36",179.0,179.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025080PJAS,AC - Projeto de Atendimento - Panificação,AC - Escritório Regional do Baixo Acre e PURUS,"394.100,00","0,00",0.0,0.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC012983PJAS,AC - Projeto Estratégico Agronegócio do Juruá,AC - Escritório Regional do Juruá e Taraucá-Envira,"1.463.700,00","353.550,19",1.004,521.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025656PJAS,AC - Projeto Estratégico Artesanato Acreano,AC - Escritório Regional do Baixo Acre e PURUS,"207.000,00","61.151,13",151.0,151.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC024859PJAS,AC - Projeto Estratégico Internacionalização,AC - Escritório Regional do Baixo Acre e PURUS,"514.947,00","143.870,43",7.0,7.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC012973PJAS,AC - Projeto Estratégico Relacionamento - 500,AC - Diretoria Técnica (Unidade),"0,00","0,00",0.0,0.0,,2025,Maio
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC012974PJAS,AC - ALI Produtividade - Juruá,AC - Escritório Regional do Juruá e Taraucá-Envira,"205.000,00","91.052,86",193.0,45.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC013010PJAS,AC - ALI Produtividade Baixo Acre,AC - Escritório Regional do Baixo Acre e PURUS,"400.000,00","170.748,28",359.0,111.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC013599PJAS,AC - ALI Rural Baixo Acre,AC - Escritório Regional do Baixo Acre e PURUS,"96.643,00","352,50",4.0,4.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC016816PJAS,AC - ALI Rural do Juruá,AC - Escritório Regional do Juruá e Taraucá-Envira,"49.000,00","0,00",0.0,0.0,,2025,Junho
SEBRAE/AC,Projeto,Articulação Institucional,AC025689PJAI,AC - CIDADE EMPREENDEDORA,AC - Desenvolvimento do Ambiente de Negócios,"1.143.076,00","222.379,48",0.0,0.0,,2025,Junho
SEBRAE/AC,Projeto,Gestão Operacional,AC013675PJGO,AC - ConectaTech,AC - Tecnologia da Informação,"2.592.141,00","619.607,78",0.0,0.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025441PJAS,AC - Conexão Financeira - Juruá,AC - Escritório Regional do Juruá e Taraucá-Envira,"149.600,00","12.787,50",86.0,52.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025440PJAS,AC - Conexão Financeira Alto Acre,AC - Escritório Regional Alto Acre,"91.800,00","23.243,07",52.0,52.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025443PJAS,AC - Conexão Financeira Baixo Acre e Purus,AC - Escritório Regional do Baixo Acre e PURUS,"151.246,00","26.301,94",134.0,111.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025205PJAS,AC - Conexões corporativas EP rede de supermercados,AC - Diretoria Técnica (Unidade),"201.940,00","49.555,58",55.0,26.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025508PJAS,AC - Geração de Negócios Inovadores,AC - Escritório Regional do Baixo Acre e PURUS,"573.200,00","19.930,36",27.0,27.0,,2025,Junho
SEBRAE/AC,Atividade,Gestão Operacional,AC022353ATGO,AC - Gestão da Proteção de Dados Pessoais para Adequação à LGPD,AC - Tecnologia da Informação,"132.000,00","54.200,00",0.0,0.0,,2025,Junho
SEBRAE/AC,Projeto,Articulação Institucional,AC024860PJAI,AC - Governança Empreendedora,AC - Desenvolvimento do Ambiente de Negócios,"336.906,00","2.307,50",0.0,0.0,,2025,Junho
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC024754ATAS,AC - Implantação da Rede Estendida Sebrae,AC - Diretoria Técnica (Unidade),"67.000,00","0,00",0.0,0.0,,2025,Junho
SEBRAE/AC,Projeto,Gestão Operacional,AC023908PJGO,AC - Impulsionador da Inteligência de Dados (IT Score CDAO),AC - Excelência da Gestão,"640.000,00","4.675,20",0.0,0.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025856PJAS,AC - Indicações Geograficas,AC - Escritório Regional do Juruá e Taraucá-Envira,"174.940,00","37.912,14",6.0,1.0,,2025,Junho
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC012967ATAS,AC - Processo Estratégico Atendimento e Relacionamento,AC - Atendimento e Relacionamento,"475.449,00","157.464,14",689.0,483.0,,2025,Junho
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC025492ATAS,AC - PROCESSO ESTRATÉGICO ATENDIMENTO ESPONTÂNEO AGRONEGÓCIO DO BAIXO E ALTO ACRE/PURUS,AC - Escritório Regional do Baixo Acre e PURUS,"530.232,00","365.087,45",554.0,276.0,,2025,Junho
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC012964ATAS,AC - Processo Estratégico Atendimento Espontâneo do Alto Acre,AC - Escritório Regional Alto Acre,"500.000,00","183.333,49",1.85,1.084,,2025,Junho
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC012966ATAS,AC - Processo Estratégico Atendimento Espontâneo do Baixo Acre,AC - Escritório Regional do Baixo Acre e PURUS,"3.700.000,00","754.363,07",9.681,7.065,,2025,Junho
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC012971ATAS,AC - Processo Estratégico Atendimento Espontâneo do Juruá,AC - Escritório Regional do Juruá e Taraucá-Envira,"900.000,00","306.064,71",3.175,2.013,,2025,Junho
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC024755ATAS,AC - Processo Estratégico Espontâneo da Indústria do Baixo e Alto Acre/Purus,AC - Escritório Regional do Baixo Acre e PURUS,"682.768,00","182.930,01",13.0,13.0,,2025,Junho
SEBRAE/AC,Atividade,Gestão Operacional,AC022562ATGO,AC - Processo Nacional de Gestão da Marca,AC - Assessoria de Comunicação,"350.000,00","173.831,93",0.0,0.0,,2025,Junho
SEBRAE/AC,Atividade,Gestão Operacional,AC022735ATGO,AC - Processo Nacional de Integridade - Compliance,"AC - Assessoria de Controle, Processos e Compliance","307.528,00","77.889,48",0.0,0.0,,2025,Junho
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC023953ATAS,AC - Processo Plural Alto Acre,AC - Escritório Regional Alto Acre,"102.415,00","37.094,53",160.0,132.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC013357PJAS,AC - Projeto Agronegócios Baixo e Alto Acre/Purus,AC - Escritório Regional do Baixo Acre e PURUS,"2.510.762,00","797.389,33",4.114,633.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025106PJAS,AC - Projeto Autogestão centros automotivos,AC - Escritório Regional do Baixo Acre e PURUS,"349.000,00","15.144,75",103.0,30.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC024008PJAS,AC - Projeto Conecta,AC - Escritório Regional do Baixo Acre e PURUS,"1.743.000,00","46.636,36",179.0,179.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025080PJAS,AC - Projeto de Atendimento - Panificação,AC - Escritório Regional do Baixo Acre e PURUS,"394.100,00","0,00",0.0,0.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC012983PJAS,AC - Projeto Estratégico Agronegócio do Juruá,AC - Escritório Regional do Juruá e Taraucá-Envira,"1.463.700,00","472.921,19",1.55,594.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025656PJAS,AC - Projeto Estratégico Artesanato Acreano,AC - Escritório Regional do Baixo Acre e PURUS,"207.000,00","92.318,93",151.0,151.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC024859PJAS,AC - Projeto Estratégico Internacionalização,AC - Escritório Regional do Baixo Acre e PURUS,"514.947,00","161.569,74",68.0,36.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC012973PJAS,AC - Projeto Estratégico Relacionamento - 500,AC - Diretoria Técnica (Unidade),"0,00","0,00",0.0,0.0,,2025,Junho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC012974PJAS,AC - ALI Produtividade - Juruá,AC - Escritório Regional do Juruá e Taraucá-Envira,"205.000,00","104.910,86",255.0,45.0,,2025,Julho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC013010PJAS,AC - ALI Produtividade Baixo Acre,AC - Escritório Regional do Baixo Acre e PURUS,"400.000,00","199.532,18",609.0,111.0,,2025,Julho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC013599PJAS,AC - ALI Rural Baixo Acre,AC - Escritório Regional do Baixo Acre e PURUS,"96.643,00","352,50",4.0,4.0,,2025,Julho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC016816PJAS,AC - ALI Rural do Juruá,AC - Escritório Regional do Juruá e Taraucá-Envira,"49.000,00","0,00",0.0,0.0,,2025,Julho
SEBRAE/AC,Projeto,Articulação Institucional,AC025689PJAI,AC - CIDADE EMPREENDEDORA,AC - Desenvolvimento do Ambiente de Negócios,"1.143.076,00","283.417,48",0.0,0.0,,2025,Julho
SEBRAE/AC,Projeto,Gestão Operacional,AC013675PJGO,AC - ConectaTech,AC - Tecnologia da Informação,"2.592.141,00","689.335,03",0.0,0.0,,2025,Julho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025441PJAS,AC - Conexão Financeira - Juruá,AC - Escritório Regional do Juruá e Taraucá-Envira,"149.600,00","23.987,50",117.0,83.0,,2025,Julho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025440PJAS,AC - Conexão Financeira Alto Acre,AC - Escritório Regional Alto Acre,"91.800,00","29.950,57",52.0,52.0,,2025,Julho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025443PJAS,AC - Conexão Financeira Baixo Acre e Purus,AC - Escritório Regional do Baixo Acre e PURUS,"151.246,00","34.882,18",145.0,122.0,,2025,Julho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025205PJAS,AC - Conexões corporativas EP rede de supermercados,AC - Diretoria Técnica (Unidade),"201.940,00","84.981,28",56.0,27.0,,2025,Julho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025508PJAS,AC - Geração de Negócios Inovadores,AC - Escritório Regional do Baixo Acre e PURUS,"573.200,00","29.834,36",340.0,336.0,,2025,Julho
SEBRAE/AC,Atividade,Gestão Operacional,AC022353ATGO,AC - Gestão da Proteção de Dados Pessoais para Adequação à LGPD,AC - Tecnologia da Informação,"132.000,00","66.440,00",0.0,0.0,,2025,Julho
SEBRAE/AC,Projeto,Articulação Institucional,AC024860PJAI,AC - Governança Empreendedora,AC - Desenvolvimento do Ambiente de Negócios,"781.906,00","476.114,50",0.0,0.0,,2025,Julho
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC024754ATAS,AC - Implantação da Rede Estendida Sebrae,AC - Diretoria Técnica (Unidade),"0,00","0,00",0.0,0.0,,2025,Julho
SEBRAE/AC,Projeto,Gestão Operacional,AC023908PJGO,AC - Impulsionador da Inteligência de Dados (IT Score CDAO),AC - Excelência da Gestão,"640.000,00","4.675,20",0.0,0.0,,2025,Julho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025856PJAS,AC - Indicações Geograficas,AC - Escritório Regional do Juruá e Taraucá-Envira,"174.940,00","72.439,64",143.0,128.0,,2025,Julho
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC012967ATAS,AC - Processo Estratégico Atendimento e Relacionamento,AC - Atendimento e Relacionamento,"475.449,00","164.391,05",713.0,495.0,,2025,Julho
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC025492ATAS,AC - PROCESSO ESTRATÉGICO ATENDIMENTO ESPONTÂNEO AGRONEGÓCIO DO BAIXO E ALTO ACRE/PURUS,AC - Escritório Regional do Baixo Acre e PURUS,"530.232,00","398.540,50",647.0,325.0,,2025,Julho
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC012964ATAS,AC - Processo Estratégico Atendimento Espontâneo do Alto Acre,AC - Escritório Regional Alto Acre,"500.000,00","215.654,09",2.211,1.272,,2025,Julho
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC012966ATAS,AC - Processo Estratégico Atendimento Espontâneo do Baixo Acre,AC - Escritório Regional do Baixo Acre e PURUS,"2.458.612,00","961.708,51",11.233,7.958,,2025,Julho
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC012971ATAS,AC - Processo Estratégico Atendimento Espontâneo do Juruá,AC - Escritório Regional do Juruá e Taraucá-Envira,"967.000,00","358.929,63",3.937,2.358,,2025,Julho
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC024755ATAS,AC - Processo Estratégico Espontâneo da Indústria do Baixo e Alto Acre/Purus,AC - Escritório Regional do Baixo Acre e PURUS,"682.768,00","232.324,32",16.0,16.0,,2025,Julho
SEBRAE/AC,Atividade,Gestão Operacional,AC022562ATGO,AC - Processo Nacional de Gestão da Marca,AC - Assessoria de Comunicação,"350.000,00","173.831,93",0.0,0.0,,2025,Julho
SEBRAE/AC,Atividade,Gestão Operacional,AC022735ATGO,AC - Processo Nacional de Integridade - Compliance,"AC - Assessoria de Controle, Processos e Compliance","307.528,00","226.483,97",0.0,0.0,,2025,Julho
SEBRAE/AC,Atividade,Atendimento direto pelo Sebrae,AC023953ATAS,AC - Processo Plural Alto Acre,AC - Escritório Regional Alto Acre,"102.415,00","41.769,53",224.0,194.0,,2025,Julho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC013357PJAS,AC - Projeto Agronegócios Baixo e Alto Acre/Purus,AC - Escritório Regional do Baixo Acre e PURUS,"2.510.762,00","958.817,17",4.77,706.0,,2025,Julho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025106PJAS,AC - Projeto Autogestão centros automotivos,AC - Escritório Regional do Baixo Acre e PURUS,"349.000,00","111.640,77",127.0,32.0,,2025,Julho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC024008PJAS,AC - Projeto Conecta,AC - Escritório Regional do Baixo Acre e PURUS,"1.743.000,00","60.135,78",183.0,182.0,,2025,Julho
SEBRAE/AC,Projeto,Atendimento direto pelo Sebrae,AC025080PJAS,AC - Projeto de Atendimento - Panificação,AC - Escritório Regional do Baixo Acre e PURUS,"394.100,00","0,00",0.0,0.0,,2025,Julho
